Team
Abilene Christian
Alabama A&M
Alabama St.
Alcorn St.
American
Appalachian St.
Arizona St.
Arkansas St.
Auburn
Austin Peay
Ball St.
Baylor
Bellarmine
Belmont
Bethune Cookman
Boise St.
Boston College
Boston University
Bowling Green
Bradley
BYU
Brown
Bryant
Bucknell
Butler
Cal Baptist
Cal Poly
Cal St. Bakersfield
Fresno St.
Cal St. Fullerton
Long Beach St.
Cal St. Northridge
Sacramento St.
Campbell
Canisius
Central Connecticut
Central Michigan
Charleston Southern
Chicago St.
Clemson
Cleveland St.
Coastal Carolina
Colgate
College of Charleston
Holy Cross
Colorado St.
Columbia
Coppin St.
Cornell
Creighton
Dartmouth
Davidson
DePaul
Delaware St.
Drake
Drexel
Duke
Duquesne
East Carolina
East Tennessee St.
Eastern Illinois
Eastern Kentucky
Eastern Michigan
Eastern Washington
Elon
Fairfield
Fairleigh Dickinson
Florida A&M
Florida Atlantic
Florida Gulf Coast
FIU
Florida St.
Fordham
Furman
Gardner Webb
George Mason
Georgetown
Georgia Tech
Georgia Southern
Georgia St.
Gonzaga
Grambling St.
Grand Canyon
Hampton
Harvard
High Point
Hofstra
Houston Christian
Howard
Idaho St.
Illinois St.
Indiana St.
Indiana
IUPUI
Iona
Iowa St.
Jackson St.
Jacksonville St.
Jacksonville
James Madison
Kansas St.
Kennesaw St.
Kent St.
La Salle
Lafayette
Lamar
Le Moyne
Lehigh
Liberty
Lindenwood
Lipscomb
LIU Brooklyn
Longwood
LSU
Louisiana Tech
Loyola Marymount
Loyola Chicago
Loyola MD
Manhattan
Marist
Marquette
Marshall
McNeese St.
Mercer
Merrimack
Miami OH
Michigan St.
Middle Tennessee
Mississippi St.
Mississippi Valley St.
Missouri St.
Monmouth
Montana St.
Morehead St.
Morgan St.
Mount St. Mary's
Murray St.
NJIT
New Mexico St.
Niagara
Nicholls St.
Norfolk St.
North Carolina A&T
North Carolina Central
North Carolina St.
North Dakota St.
Northeastern
Northern Arizona
Northern Illinois
Northern Kentucky
Northwestern St.
Northwestern
Oakland
Purdue
Oklahoma St.
Old Dominion
Oral Roberts
Oregon St.
Pepperdine
Portland St.
Prairie View A&M
Presbyterian
Princeton
Providence
Fort Wayne
Queens
Quinnipiac
Radford
Rider
Robert Morris
Rutgers
Sacred Heart
St. Bonaventure
St. Francis PA
St. John's
Saint Joseph's
Saint Louis
Saint Mary's
Saint Peter's
Sam Houston St.
Samford
San Diego St.
San Jose St.
Santa Clara
Seattle
Seton Hall
Siena
South Carolina St.
South Dakota St.
Southeast Missouri St.
Southeastern Louisiana
Southern Illinois
SIU Edwardsville
SMU
Southern
Southern Utah
Stanford
Iowa
Albany
Binghamton
Buffalo
Stony Brook
Stephen F. Austin
Stetson
Stonehill
Syracuse
Tarleton St.
Temple
Tennessee St.
Tennessee Tech
Texas A&M
Texas A&M Commerce
Texas A&M Corpus Chris
TCU
Texas Southern
Texas St.
Texas Tech
The Citadel
William & Mary
George Washington
Ohio St.
Ohio
Penn St.
Akron
Alabama
Mississippi
New Mexico
Chattanooga
Tennessee Martin
Tennessee
UT Rio Grande Valley
UT Arlington
Texas
UTEP
UTSA
Tulsa
Vermont
Towson
Troy
Tulane
Air Force
Army
Navy
UAB
Arizona
Arkansas
Little Rock
Arkansas Pine Bluff
California
UC Davis
UC Irvine
UCLA
UC Riverside
UC San Diego
UC Santa Barbara
Central Arkansas
UCF
Cincinnati
Colorado
Connecticut
Dayton
Delaware
Denver
Detroit
Evansville
Florida
Georgia
Hawaii
Houston
Idaho
Illinois
Illinois Chicago
Kansas
Kentucky
Louisiana Lafayette
Louisiana Monroe
Louisville
Maine
Maryland Eastern Shore
UMBC
Maryland
Massachusetts
UMass Lowell
Memphis
Miami FL
Michigan
Minnesota
Missouri
UMKC
Montana
Nebraska Omaha
Nebraska
UNLV
Nevada
New Hampshire
New Orleans
North Alabama
UNC Asheville
North Carolina
Charlotte
UNC Greensboro
UNC Wilmington
North Dakota
North Florida
North Texas
Northern Colorado
Northern Iowa
Notre Dame
Oklahoma
Oregon
Penn
Pittsburgh
Portland
Rhode Island
Richmond
San Diego
San Francisco
South Alabama
South Carolina
USC Upstate
South Dakota
South Florida
USC
Southern Indiana
Southern Miss
St. Thomas
Toledo
Utah
Virginia
Washington
Green Bay
Wisconsin
Milwaukee
Wyoming
Incarnate Word
Pacific
Utah St.
Utah Tech
Utah Valley
Valparaiso
Vanderbilt
Villanova
VCU
VMI
Virginia Tech
Wagner
Wake Forest
Washington St.
Weber St.
West Virginia
Western Carolina
Western Illinois
Western Kentucky
Western Michigan
Wichita St.
Rice
Winthrop
Wofford
Wright St.
Xavier
Yale
Youngstown St.
