DATE,GAME,TEAM_ID,OPP_ID,VENUE,RESULT
20211109,0,1,328,65,-14
20211112,1,1,211,65,-1
20211116,2,1,232,65,9
20211204,3,1,335,72,33
20211211,4,1,56,72,17
20211215,5,1,28,72,10
20211222,6,1,113,72,16
20211230,7,1,339,65,4
20220101,8,1,338,65,14
20220106,9,1,203,72,-6
20220108,10,1,180,72,-2
20220113,11,1,83,65,-27
20220115,12,1,139,65,-14
20220120,13,1,185,72,-10
20220122,14,1,26,72,9
20220126,15,1,231,65,2
20220129,16,1,106,65,3
20220202,17,1,39,72,4
20220205,18,1,231,72,17
20220212,19,1,207,65,14
20220217,20,1,180,65,-4
20220224,21,1,106,72,35
20220226,22,1,203,65,-2
20220303,23,1,338,72,16
20220305,24,1,207,72,5
20220309,25,1,339,78,8
20220310,26,1,203,78,14
20220311,27,1,185,78,2
20220312,28,1,139,78,-14
20220320,29,1,239,78,12
20220321,30,1,222,78,5
20220322,31,1,128,78,-16
20211111,0,241,321,78,-6
20211113,1,241,236,65,1
20211117,2,241,215,72,4
20211120,3,241,45,78,19
20211121,4,241,15,78,8
20211124,5,241,263,72,1
20211127,6,241,90,72,11
20211204,7,241,242,72,18
20211208,8,241,290,65,-18
20211219,9,241,8,65,-22
20211221,10,241,207,65,-22
20211229,11,241,337,72,2
20220104,12,241,46,65,-8
20220115,13,241,294,72,-7
20220118,14,241,16,65,-6
20220120,15,241,293,72,7
20220122,16,241,46,72,-20
20220125,17,241,183,65,10
20220128,18,241,334,72,-2
20220201,19,241,337,65,-27
20220205,20,241,227,72,-14
20220208,21,241,293,65,-34
20220212,22,241,182,65,-12
20220216,23,241,16,72,-26
20220219,24,241,334,65,-8
20220222,25,241,29,72,-25
20220226,26,241,227,65,-4
20220301,27,241,183,72,4
20220309,28,241,337,78,-27
20211109,0,224,221,65,-1
20211122,1,224,73,78,-20
20211123,2,224,6,78,-12
20211124,3,224,265,78,9
20211201,4,224,122,72,2
20211204,5,224,195,72,17
20211212,6,224,68,72,7
20211215,7,224,359,65,18
20220101,8,224,201,72,12
20220104,9,224,222,72,-6
20220111,10,224,11,72,10
20220114,11,224,103,65,-12
20220118,12,224,354,72,1
20220120,13,224,19,65,25
20220122,14,224,63,72,2
20220125,15,224,37,65,4
20220128,16,224,327,65,-8
20220204,17,224,126,72,11
20220206,18,224,126,65,12
20220208,19,224,149,65,6
20220211,20,224,103,72,-2
20220215,21,224,354,65,-4
20220217,22,224,149,72,-3
20220219,23,224,63,65,19
20220222,24,224,19,72,14
20220225,25,224,222,65,8
