DATE,GAME,TEAM_ID,OPP_ID,VENUE,RESULT
20101120,0,241,209,72,15
20101124,1,241,358,65,6
20101202,2,241,32,72,9
20101205,3,241,265,72,1
20101208,4,241,359,65,-15
20101211,5,241,144,72,17
20101218,6,241,248,72,11
20101222,7,241,148,65,-11
20101228,8,241,180,78,11
20101229,9,241,234,65,-17
20110102,10,241,68,72,33
20110105,11,241,328,72,8
20110108,12,241,21,65,-10
20110115,13,241,293,72,-12
20110119,14,241,182,65,-13
20110122,15,241,334,72,21
20110126,16,241,46,65,-3
20110129,17,241,214,65,1
20110201,18,241,227,72,-14
20110205,19,241,328,65,5
20110209,20,241,21,72,-38
20110215,21,241,293,65,-7
20110219,22,241,182,72,-12
20110223,23,241,334,65,-2
20110226,24,241,46,72,17
20110302,25,241,214,72,5
20110305,26,241,227,65,-5
20110310,27,241,293,65,-16
20110315,28,241,303,72,10
20110318,29,241,184,65,-13
20101116,0,224,261,65,-8
20101120,1,224,362,72,7
20101124,2,224,41,72,-13
20101201,3,224,264,65,8
20101204,4,224,272,65,2
20101212,5,224,208,65,-35
20101215,6,224,287,65,-8
20101218,7,224,15,72,11
20101221,8,224,247,78,14
20101222,9,224,204,78,16
20101223,10,224,285,78,-8
20101229,11,224,248,72,27
20110103,12,224,156,72,4
20110108,13,224,103,72,3
20110112,14,224,222,72,-9
20110116,15,224,201,65,-3
20110119,16,224,126,65,-8
20110122,17,224,19,72,5
20110126,18,224,149,65,-9
20110130,19,224,37,72,20
20110202,20,224,63,65,-4
20110205,21,224,327,65,18
20110209,22,224,354,72,12
20110212,23,224,11,72,15
20110215,24,224,19,65,35
20110219,25,224,50,72,9
20110223,26,224,126,72,17
20110226,27,224,201,72,9
20110301,28,224,222,65,-25
20110304,29,224,103,65,-11
20110308,30,224,63,72,14
20110310,31,224,126,78,7
20110311,32,224,354,78,11
20110312,33,224,103,78,1
20110318,34,224,308,78,-13
20101112,0,225,68,72,39
20101115,1,225,239,72,19
20101119,2,225,186,78,-5
20101120,3,225,198,78,-8
20101122,4,225,179,78,-1
20101127,5,225,2,72,26
20101201,6,225,318,72,22
20101204,7,225,164,65,-19
20101211,8,225,163,65,-12
20101215,9,225,191,72,21
20101218,10,225,154,78,-8
20101221,11,225,111,72,20
20101228,12,225,158,72,23
20110103,13,225,327,72,42
20110108,14,225,129,65,18
20110112,15,225,319,72,10
20110115,16,225,246,65,-5
20110118,17,225,274,72,2
20110122,18,225,9,65,10
20110129,19,225,114,72,24
20110202,20,225,129,72,14
20110205,21,225,230,65,5
20110210,22,225,341,65,-4
20110212,23,225,226,72,10
20110217,24,225,114,65,11
20110219,25,225,246,72,13
20110223,26,225,9,72,2
20110226,27,225,226,65,-5
20110301,28,225,266,65,-27
20110305,29,225,267,72,8
20110311,30,225,267,78,6
20110312,31,225,274,78,-14
20110315,32,225,42,72,24
20110321,33,225,227,72,7
20110323,34,225,285,72,15
20110329,35,225,259,78,1
20110331,36,225,355,78,-9
20101115,0,2,353,65,-22
20101127,1,2,225,65,-26
20101207,2,2,209,72,-6
20101213,3,2,355,65,-22
20101219,4,2,244,65,-18
20101228,5,2,145,65,-31
20110104,6,2,82,72,7
20110106,7,2,97,72,-2
20110108,8,2,130,65,12
20110110,9,2,248,65,-8
20110115,10,2,3,72,15
20110122,11,2,4,72,9
20110124,12,2,195,72,10
20110129,13,2,215,65,-4
20110131,14,2,160,65,9
20110205,15,2,130,72,-3
20110207,16,2,248,72,22
20110212,17,2,3,65,-14
20110219,18,2,4,65,2
20110221,19,2,195,65,19
20110226,20,2,215,72,-5
20110228,21,2,160,72,5
20110303,22,2,82,65,-7
20110305,23,2,97,65,-8
20110310,24,2,3,78,-20
20101112,0,3,50,65,-14
20101114,1,3,96,65,-27
20101116,2,3,148,65,-28
20101120,3,3,102,72,15
20101122,4,3,117,65,-28
20101127,5,3,257,65,-36
20101130,6,3,240,65,-15
20101211,7,3,8,65,-24
20101214,8,3,129,65,-21
20101220,9,3,14,72,-13
20101222,10,3,194,65,-11
20110104,11,3,97,72,-6
20110106,12,3,82,72,3
20110108,13,3,248,65,6
20110110,14,3,130,65,-4
20110115,15,3,2,65,-15
20110122,16,3,195,72,-12
20110124,17,3,4,72,13
20110129,18,3,160,65,-8
20110131,19,3,215,65,-14
20110205,20,3,248,72,12
20110207,21,3,130,72,27
20110212,22,3,2,72,14
20110219,23,3,195,65,13
20110221,24,3,4,65,9
20110226,25,3,160,72,7
20110228,26,3,215,72,12
20110303,27,3,97,65,10
20110305,28,3,82,65,-1
20110310,29,3,2,78,20
20110311,30,3,215,78,7
20110312,31,3,82,78,17
20110316,32,3,235,78,-9
20101112,0,199,49,72,-4
20101115,1,199,5,72,-13
20101117,2,199,78,65,-27
20101120,3,199,67,65,26
