DATE,GAME,TEAM_ID,OPP_ID,VENUE,RESULT
20221107,0,1,97,72,9
20221111,1,1,211,65,-19
20221121,2,1,359,78,-16
20221122,3,1,349,78,-10
20221123,4,1,253,78,-11
20221127,5,1,148,65,10
20221206,6,1,101,65,-17
20221210,7,1,212,72,19
20221217,8,1,28,65,6
20221229,9,1,203,65,-7
20221231,10,1,207,72,6
20230107,11,1,196,72,-2
20230111,12,1,231,65,-17
20230114,13,1,207,65,-9
20230118,14,1,339,65,-30
20230121,15,1,232,72,16
20230126,16,1,83,72,-2
20230128,17,1,338,72,5
20230201,18,1,185,65,15
20230204,19,1,26,65,16
20230211,20,1,180,72,-15
20230217,21,1,83,65,-10
20230222,22,1,203,72,-2
20230225,23,1,339,72,-4
20230303,24,1,180,65,-18
20230307,25,1,26,78,-7
20221107,0,241,19,65,-4
20221111,1,241,262,72,4
20221114,2,241,212,72,-4
20221117,3,241,313,72,-13
20221121,4,241,320,72,27
20221123,5,241,130,72,13
20221127,6,241,290,72,3
20221130,7,241,248,72,28
20221203,8,241,159,65,-4
20221206,9,241,321,72,21
20221209,10,241,8,72,25
20221218,11,241,207,72,14
20221220,12,241,306,65,2
20221228,13,241,182,65,-16
20221231,14,241,294,72,-6
20230103,15,241,337,72,-12
20230110,16,241,46,65,11
20230114,17,241,29,65,3
20230117,18,241,334,72,8
20230121,19,241,182,72,-10
20230124,20,241,183,65,-30
20230127,21,241,227,65,-8
20230131,22,241,16,72,-7
20230203,23,241,294,65,-20
20230207,24,241,46,72,-16
20230210,25,241,227,72,12
20230214,26,241,337,65,-15
20230217,27,241,334,65,6
20230221,28,241,29,72,-5
20230224,29,241,293,65,-1
20230304,30,241,183,72,-2
20230308,31,241,293,65,-8
20221107,0,224,189,72,1
20221111,1,224,129,78,-19
20221115,2,224,135,72,6
20221121,3,224,353,78,19
20221122,4,224,114,78,-15
20221123,5,224,294,78,-4
20221130,6,224,122,65,-11
20221211,7,224,97,72,13
20221214,8,224,359,72,12
20221219,9,224,278,72,32
20221222,10,224,20,65,-19
20230103,11,224,149,72,25
20230106,12,224,11,65,-7
20230110,13,224,19,65,4
20230113,14,224,63,72,37
20230117,15,224,37,65,18
20230121,16,224,354,65,8
20230124,17,224,126,72,5
20230128,18,224,222,72,6
20230131,19,224,201,65,17
20230203,20,224,103,72,12
20230207,21,224,327,72,-10
20230210,22,224,222,65,-9
20230214,23,224,63,65,27
20230218,24,224,201,72,20
20230221,25,224,327,65,-21
20230225,26,224,354,72,17
20230228,27,224,11,72,4
20230303,28,224,103,65,-5
20230309,29,224,201,78,24
20230310,30,224,103,78,-6
20221107,0,225,113,72,21
20221111,1,225,109,72,36
20221115,2,225,318,65,10
20221118,3,225,98,72,42
20221124,4,225,127,78,11
20221125,5,225,260,78,-15
20221127,6,225,299,78,2
20221203,7,225,189,72,13
20221210,8,225,269,65,6
20221213,9,225,284,72,3
20221217,10,225,81,78,-10
20221220,11,225,97,72,20
20221228,12,225,129,65,11
20230103,13,225,226,72,22
20230107,14,225,274,72,26
20230111,15,225,246,65,15
20230114,16,225,114,72,40
20230117,17,225,341,65,12
20230121,18,225,288,65,21
20230125,19,225,129,72,3
20230128,20,225,309,65,-24
20230131,21,225,341,72,57
20230204,22,225,114,65,10
20230208,23,225,266,72,28
20230211,24,225,9,65,8
20230215,25,225,230,65,-9
20230218,26,225,267,72,49
20230222,27,225,319,65,2
20230225,28,225,246,72,3
20230301,29,225,9,72,5
20230304,30,225,211,65,-6
20230310,31,225,129,78,23
20230311,32,225,288,78,11
20230312,33,225,211,78,19
20230316,34,225,213,78,21
20230318,35,225,281,78,22
20230324,36,225,182,78,-7
20221110,0,2,297,72,-8
20221114,1,2,209,65,-11
20221117,2,2,181,72,-20
20221119,3,2,142,78,-6
20221123,4,2,115,72,-5
20221209,5,2,111,72,4
20221212,6,2,318,72,-7
20221217,7,2,271,65,-21
20221222,8,2,341,65,-8
20221229,9,2,221,65,-31
20230102,10,2,248,72,7
20230104,11,2,130,72,7
20230107,12,2,4,65,-13
20230109,13,2,97,65,-8
20230116,14,2,3,72,-8
20230121,15,2,215,72,-11
20230123,16,2,160,72,8
20230128,17,2,68,65,5
20230130,18,2,15,65,-11
20230204,19,2,195,72,21
20230206,20,2,82,72,-6
20230211,21,2,130,65,2
20230213,22,2,248,65,3
20230218,23,2,15,72,34
20230220,24,2,68,72,-6
20230225,25,2,3,65,5
20230302,26,2,82,65,-12
20230304,27,2,195,65,3
20230309,28,2,195,78,14
20230310,29,2,215,78,-13
20221107,0,3,244,65,-41
20221110,1,3,323,65,-38
20221113,2,3,158,65,-29
20221115,3,3,183,65,-13
20221120,4,3,312,65,-19
20221123,5,3,58,65,-18
20221126,6,3,61,78,9
20221127,7,3,222,65,-14
20221207,8,3,297,65,-8
20221217,9,3,78,65,-36
20221219,10,3,8,65,-7
20221221,11,3,284,65,-22
20230102,12,3,130,72,9
20230104,13,3,248,72,14
20230107,14,3,97,65,-3
20230109,15,3,4,65,-16
20230116,16,3,2,65,8
20230121,17,3,160,72,1
20230123,18,3,215,72,-6
20230128,19,3,15,65,-2
